"secao","nome_secao","divisao","nome_divisao","grupo","nome_grupo","classe","nome_classe","subclasse","nome_subclasse","notas_explicativas"
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116401","-/ Cultivo de amendoim","Esta subclasse compreende:- o cultivo de amendoim Esta subclasse compreende também:- a produção de semente de amendoim, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas de amendoim, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - o beneficiamento do amendoim em estabelecimento agrícola realizado sob contrato (0163-6/00) - a produção de óleo de amendoim em bruto (1041-4/00) - o refino de óleo de amendoim (1042-2/00) - a fabricação de margarinas e gorduras (1043-1/00) - a produção de biocombustível (1932-2/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116402","-/ Cultivo de girassol","Esta subclasse compreende:- o cultivo de girassol Esta subclasse compreende também:- a produção de semente de girassol, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas de girassol, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - o beneficiamento do girassol em estabelecimento agrícola realizado sob contrato (0163-6/00) - a produção de óleo de girassol em bruto (1041-4/00) - o refino de óleo de girassol (1042-2/00) - a fabricação de margarinas e gorduras (1043-1/00) - a produção de biocombustível (1932-2/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116403","-/ Cultivo de mamona","Esta subclasse compreende:- o cultivo de mamona Esta subclasse compreende também:- a produção de mudas de mamona, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas de mamona, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - o beneficiamento da mamona realizado em estabelecimento agrícola sob contrato (0163-6/00) - a produção de óleo de mamona em bruto (1041-4/00) - o refino de óleo de mamona (1042-2/00) - a produção de biocombustível (1932-2/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116499","-/ Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente","Esta subclasse compreende:- o cultivo de outras oleaginosas de lavoura temporária: colza, gergelim, linho e outras oleaginosas de lavoura temporária não especificadas anteriormente Esta subclasse compreende também:- a produção de sementes das oleaginosas desta subclasse, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas das oleaginosas desta subclasse, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - o beneficiamento das oleaginosas desta subclasse em estabelecimento agrícola realizado sob contrato (0163-6/00) - a produção de óleo em bruto das oleaginosas desta subclasse (1041-4/00) - o refino de óleos vegetais desta subclasse (1042-2/00) - a fabricação de margarinas e gorduras das oleaginosas desta subclasse (1043-1/00) - a produção de biocombustível (1932-2/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119901","-/ Cultivo de abacaxi","Esta subclasse compreende:- o cultivo de abacaxi Esta subclasse compreende também:- a produção de mudas de abacaxi, quando atividade complementar ao cultivo Esta subclasse não compreende: - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de abacaxi (1031-7/00) - a produção de suco concentrado de abacaxi (1033-3/01) - a produção de suco de abacaxi, exceto sucos concentrados (1033-3/02) - a produção de mudas certificadas de abacaxi, inclusive modificadas geneticamente (0142-3/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119902","-/ Cultivo de alho","Esta subclasse compreende:- o cultivo de alho Esta subclasse compreende também:- a produção de alhos-sementes, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de alhos-sementes certificados, inclusive modificados geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a preparação de especiarias, molhos, temperos e condimentos (1095-3/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119903","-/ Cultivo de batata inglesa","Esta subclasse compreende:- o cultivo de batata-inglesa Esta subclasse compreende também:- a produção de batatas-sementes, quando atividade complementar ao cultivo Esta subclasse não compreende: - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a produção de batatas-sementes certificadas, inclusive modificadas geneticamente (0142-3/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119904","-/ Cultivo de cebola","Esta subclasse compreende:- o cultivo de cebola Esta subclasse compreende também:- a produção de mudas de cebola, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de mudas certificadas de cebola, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de cebola (1032-5/99)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119905","-/ Cultivo de feijão","Esta subclasse compreende:- o cultivo de feijão Esta subclasse compreende também:- a produção de sementes de feijão, quando atividade complementar ao cultivo Esta subclasse não compreende: - o cultivo de feijão verde (0119-9/99) - a produção de sementes certificadas de feijão, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de feijão (1032-5/99)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119906","-/ Cultivo de mandioca","Esta subclasse compreende:- o cultivo de mandioca Esta subclasse compreende também:- a produção de manivas (mudas) de mandioca, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de manivas (mudas) certificadas de mandioca, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de mandioca (1032-5/99) - a produção de farinha de mandioca e derivados (1063-5/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119907","-/ Cultivo de melão","Esta subclasse compreende:- o cultivo de melão Esta subclasse compreende também:- a produção de sementes de melão, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas de melão, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de melão (1031-7/00) - a produção de suco concentrado de melão (1033-3/01) - a produção de suco de melão, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119908","-/ Cultivo de melancia","Esta subclasse compreende:- o cultivo de melancia Esta subclasse compreende também:- a produção de sementes de melancia, quando atividade complementar ao cultivo Esta subclasse não compreende: - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a produção de sementes certificadas de melancia, inclusive modificadas geneticamente (0141-5/01) - a fabricação de conservas de melancia (1031-7/00) - a produção de suco concentrado de melancia (1033-3/01) - a produção de suco de melancia, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119909","-/ Cultivo de tomate rasteiro","Esta subclasse compreende:- o cultivo do tomate rasteiro (industrial) Esta subclasse compreende também:- a produção de sementes de tomate industrial (rasteiro), quando atividade complementar ao cultivo Esta subclasse não compreende: - o cultivo de tomate estaqueado (de mesa) (0121-1/01) - a produção de sementes certificadas de tomate, inclusive modificadas geneticamente (0141-5/01) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a produção de concentrados de tomate (1032-5/99) - a produção de suco concentrado de tomate (1033-3/01) - a produção de suco de tomate, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119999","-/ Cultivo de outras plantas de lavoura temporária não especificadas anteriormente","Esta subclasse compreende:- o cultivo de abóbora, feijão verde, palmarosa e vetiver- o cultivo de capim napier, milho, palma, trevo e outras forrageiras para corte- o cultivo de leguminosas: ervilha em grão seco, fava e outras leguminosas de lavoura temporária- o cultivo de outras lavouras temporárias não especificadas anteriormente Esta subclasse compreende também:- a produção de sementes das plantas desta subclasse, quando atividade complementar ao cultivo Esta subclasse não compreende: - o cultivo de morango (0121-1/02) - o cultivo de tomate estaqueado (de mesa) (0121-1/01) - o cultivo de araruta, batata-doce, cará e inhame (0121-1/01) - o cultivo de legumes e hortaliças (0121-1/01) - a produção de sementes certificadas das plantas desta subclasse, inclusive modificadas geneticamente (0141-5/01) - a produção de sementes certificadas de forrageiras para formação de pastos, inclusive modificadas geneticamente (0141-5/01) - a produção de mudas certificadas das plantas desta subclasse, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas dos produtos desta subclasse (1032-5/99) - a produção de suco concentrado de frutas e de legumes desta subclasse (1033-3/01) - a produção de suco de frutas e de legumes desta subclasse, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.2",". Horticultura e floricultura","01.211",".- Horticultura","0121101","-/ Horticultura, exceto morango","Esta subclasse compreende:- o cultivo de acelga, agrião, alface, brócolis, couve, endívia, mostarda e outras hortaliças folhosas e de talo- o cultivo de abobrinha, berinjela, chuchu, pimentão, pepino, tomate estaqueado (de mesa), abobrinha e outras hortaliças de frutos- o cultivo de araruta, batata-doce, cará, inhame, beterraba, batata-baroa, cenoura, nabo, rabanete e outras hortaliças tuberosas e raízes- o cultivo de ervilha, grão-de-bico, lentilha e outras hortaliças em vagens- o cultivo de alcaparras, pimenta, erva-doce, coentro, cominho, manjericão, gengibre e outras hortaliças condimentares ou medicinais- o cultivo de cogumelos comestíveis Esta subclasse compreende também:- a produção de sementes e mudas de plantas hortícolas, quando atividade complementar ao cultivo Esta subclasse não compreende: - o cultivo de alho (0119-9/02) - o cultivo de cebola (0119-9/04) - o cultivo de melão (0119-9/07) - o cultivo de melancia (0119-9/08) - o cultivo de batata-inglesa (0119-9/03) - o cultivo de mandioca (0119-9/06) - o cultivo de tomate rasteiro (0119-9/09) - o cultivo de morango (0121-1/02) - a produção de sementes certificadas das plantas desta subclasse, inclusive modificadas geneticamente (0141-5/01) - a produção de mudas certificadas das plantas desta subclasse, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - os serviços de limpeza, lavagem, classificação e ornamentação de produtos hortícolas realizados sob contrato (0163-6/00) - a preparação de conservas dos produtos desta subclasse (1032-5/99) - a produção de suco concentrado dos produtos desta subclasse (1033-3/01) - a produção de suco dos produtos desta subclasse, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.2",". Horticultura e floricultura","01.211",".- Horticultura","0121102","-/ Cultivo de morango","Esta subclasse compreende:- o cultivo de morango Esta subclasse compreende também:- a produção de mudas de morango, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de mudas certificadas de morango, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03) - a fabricação de conservas de morango (1031-7/00) - a produção de suco concentrado de morango (1033-3/01) - a produção de suco de morango, exceto sucos concentrados (1033-3/02)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.2",". Horticultura e floricultura","01.229",".- Cultivo de flores e plantas ornamentais","0122900","-/ Cultivo de flores e plantas ornamentais","Esta subclasse compreende:- a produção de flores, folhagens e plantas ornamentais, para corte, para produção de plantas em vasos, jardino-cultura, ornamentação ou paisagismo Esta subclasse compreende também:- a produção de sementes e mudas de flores, folhagens e de plantas ornamentais, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de sementes certificadas de plantas da floricultura, inclusive modificadas geneticamente (0141-5/01) - a produção de mudas certificadas de plantas da floricultura, inclusive modificadas geneticamente (0142-3/00) - a produção de sementes certificadas de plantas da lavoura permanente, inclusive modificadas geneticamente (01 41-5/01) - a produção de mudas certificadas de plantas da lavoura permanente, inclusive modificadas geneticamente (0142-3/00) - o cultivo de mudas em viveiros florestais (0210-1/06) - o plantio, tratamento e manutenção de jardins e gramados (8130-3/00)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.3",". Produção de lavouras permanentes","01.318",".- Cultivo de laranja","0131800","-/ Cultivo de laranja","Esta subclasse compreende:- o cultivo de laranja Esta subclasse compreende também:- a produção de mudas de laranjeiras, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de suco concentrado de laranja (1033-3/01) - a produção de suco de laranja, exceto sucos concentrados (1033-3/02) - a fabricação de conservas de laranja (1031-7/00) - a produção de mudas certificadas de laranjeiras, inclusive modificadas geneticamente (0142-3/00) - o serviço de poda nas lavouras de laranja (0161-0/02) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.3",". Produção de lavouras permanentes","01.326",".- Cultivo de uva","0132600","-/ Cultivo de uva","Esta subclasse compreende:- o cultivo de uva para vinho e para mesa Esta subclasse compreende também:- a produção de sementes e mudas de videiras, quando atividade complementar ao cultivo- a produção de vinho no estabelecimento agrícola Esta subclasse não compreende: - a fabricação de vinhos (1112-7/00) - a produção de suco concentrado de uva (1033-3/01) - a produção de suco de uva, exceto sucos concentrados (1033-3/02) - a fabricação de conservas de uva (1031-7/00) - a fabricação de vinagre de uva (1099-6/01) - a produção de sementes certificadas de videira, inclusive modificadas geneticamente (0141-5/01) - a produção de mudas certificadas de videira, inclusive modificadas geneticamente (0142-3/00) - o serviço de poda nas lavouras de uva (0161-0/02) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.3",". Produção de lavouras permanentes","01.334",".- Cultivo de frutas de lavoura permanente, exceto laranja e uva","0133401","-/ Cultivo de açaí","Esta subclasse compreende:- o cultivo de açaí para produção de palmito e do fruto Esta subclasse compreende também:- a produção de mudas de açaí, quando atividade complementar ao cultivo Esta subclasse não compreende: - a produção de suco concentrado de açaí (1033-3/01) - a produção de suco de açaí, exceto sucos concentrados (1033-3/02) - a fabricação de conservas do fruto de açaí (1031-7/00) - a fabricação de conservas de palmito (1032-5/01) - a produção de mudas certificadas de açaizeiros, inclusive modificadas geneticamente (0142-3/00) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.3",". Produção de lavouras permanentes","01.334",".- Cultivo de frutas de lavoura permanente, exceto laranja e uva","0133402","-/ Cultivo de banana","Esta subclasse compreende:- o cultivo de banana Esta subclasse compreende também:- a produção de mudas de bananeira, quando atividade complementar ao cultivo Esta subclasse não compreende: - a fabricação de conservas de bananas (1031-7/00) - a produção de mudas certificadas de bananeira, inclusive modificadas geneticamente (0142-3/00) - o serviço de poda nas lavouras de banana (0161-0/02) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (0161-0/03)  "
