"secao","nome_secao","divisao","nome_divisao","grupo","nome_grupo","classe","nome_classe","subclasse","nome_subclasse","notas_explicativas"
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116401","-/ Cultivo de amendoim"," Esta classe compreende:- o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116402","-/ Cultivo de girassol"," Esta classe compreende:- o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116403","-/ Cultivo de mamona"," Esta classe compreende:- o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.164",".- Cultivo de oleaginosas de lavoura temporária, exceto soja","0116499","-/ Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente"," Esta classe compreende:- o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de soja (01.15-6) - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - a produção de óleos vegetais em bruto (10.41-4) - a produção de biocombustível (19.32-2)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119901","-/ Cultivo de abacaxi"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119902","-/ Cultivo de alho"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119903","-/ Cultivo de batata inglesa"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119904","-/ Cultivo de cebola"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119905","-/ Cultivo de feijão"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119906","-/ Cultivo de mandioca"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119907","-/ Cultivo de melão"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119908","-/ Cultivo de melancia"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119909","-/ Cultivo de tomate rasteiro"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.1",". Produção de lavouras temporárias","01.199",".- Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119999","-/ Cultivo de outras plantas de lavoura temporária não especificadas anteriormente"," Esta classe compreende:- o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver- o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro- o cultivo de abacaxi, melancia, melão- o cultivo de ervilha em grão seco, fava, feijão- o cultivo de alho, cebola- o cultivo de batata-inglesa, mandioca- o cultivo de outras plantas de lavoura temporária não especificadas anteriormenteEsta classe compreende também:- a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de morango (01.21-1) - o cultivo de tomate estaqueado (01.21-1) - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) - o cultivo de legumes e hortaliças (01.21-1) - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
"A","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA","01","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","01.2",". Horticultura e floricultura","01.211",".- Horticultura","0121101","-/ Horticultura, exceto morango"," Esta classe compreende:- o cultivo de acelga, agrião, alface, brócolis, couve, endívia, mostarda e outras hortaliças folhosas e de talo- o cultivo de abobrinha, berinjela, chuchu, morango, pimentão, pepino, tomate estaqueado (de mesa) e outras hortaliças de frutos- o cultivo de araruta, batata-doce, cará, inhame, beterraba, batata-baroa, cenoura, nabo, rabanete e outras hortaliças tuberosas e raízes- o cultivo de ervilha (vagem), grão-de-bico, lentilha e outras hortaliças em vagens- o cultivo de alcaparras, pimenta, erva-doce, coentro, cominho, manjericão, gengibre e outras hortaliças condimentares e medicinais- o cultivo de cogumelos comestíveisEsta classe compreende também:- a produção de sementes e mudas de plantas hortícolas, quando atividade complementar ao cultivo Esta classe não compreende: - o cultivo de alho e de cebola (01.19-9) - a produção de sementes e de mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (01.41-5) - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) - o beneficiamento ou a transformação das plantas desta classe (10.31-7) e (10.32-5) - a produção de suco de frutas e de legumes desta classe (10.33-3)  "
