"","secao","nome_secao","divisao","nome_divisao","notas_explicativas"
"37","E","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO","39","DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS","Esta seção compreende as atividades de captação, tratamento e distribuição de água, seja através de uma rede permanente de tubulações e dutos (instalações de infra-estrutura) ou por outras formas de distribuição.As atividades de produção, de gerenciamento da infra-estrutura e de fornecimento ao consumidor final podem ser desenvolvidas pela mesma unidade ou por unidades diferentes.Esta seção compreende também a gestão de redes de esgoto (coleta e tratamento); as atividades relacionadas à gestão de resíduos de todos os tipos, p. ex., resíduos industriais ou domésticos e materiais contaminados e as atividades de descontaminação do solo, de águas subterrâneas e superficiais, de edificações contaminadas, de áreas de mineração.O resultado final do processo de tratamento dos resíduos pode ser tanto o descarte quanto o reaproveitamento como matéria-prima secundária para outros processos de produção."
"38","F","CONSTRUÇÃO","41","CONSTRUÇÃO DE EDIFÍCIOS","Esta seção compreende a construção de edifícios em geral (divisão 41), as obras de infra-estrutura (divisão 42) e os serviços especializados para construção que fazem parte do processo de construção (divisão 43).A construção de edifícios compreende: a construção de edifícios para usos residenciais, comerciais, industriais, agropecuários e públicos.Também estão compreendidas nesta seção as reformas, manutenções correntes, complementações e alterações de imóveis; a montagem de estruturas pré-fabricadas in loco para fins diversos de natureza permanente ou temporária.A construção de obras de infra-estrutura compreende: a construção de auto-estradas, vias urbanas, pontes, túneis, ferrovias, metrôs, pistas de aeroportos, portos e redes de abastecimento de água, sistemas de irrigação, sistemas de esgoto, instalações industriais, redes de transporte por dutos (gasodutos, minerodutos, oleodutos) e linhas de eletricidade, instalações esportivas, etc.A construção de edifícios e de obras de infra-estrutura é realizada tanto pela empresa contratada como por meio da subcontratação de terceiros. A subcontratação pode ser de partes ou do todo da obra. As unidades que assumem a responsabilidade total do desenvolvimento de projetos de construção são classificadas nesta seção.O aluguel de equipamentos de construção e demolição com operador é classificado junto à atividade específica de construção que inclua o uso desses equipamentos.Esta seção compreende também as atividades de incorporação de empreendimentos imobiliários que promovem a realização de projetos de engenharia civil provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda. Caso a promoção de projetos de engenharia civil seja realizada com o propósito de sua incorporação no ativo imobilizado de negócio próprio, a unidade deverá ser classificada na atividade do seu negócio, p.ex., aluguel de imóveis, indústria, hotel, etc.Esta seção não compreende a produção de materiais de construção ou de elementos mais complexos destinados a obras de edifícios e de infra-estrutura, tais como estruturas metálicas (divisão 25), elementos pré-fabricados de madeira (divisão 16), cimento ou outros materiais pré-moldados (divisão 23), a instalação e reparação de equipamentos incorporados a edificações, como elevadores, escadas rolantes, etc., quando realizadas pelas unidades fabricantes (seção C - divisão 28), os serviços de paisagismo (seção N - divisão 81) e a retirada de entulho e refugos de obra e de demolições (seção E - divisão 38)."
"39","F","CONSTRUÇÃO","42","OBRAS DE INFRA-ESTRUTURA","Esta seção compreende a construção de edifícios em geral (divisão 41), as obras de infra-estrutura (divisão 42) e os serviços especializados para construção que fazem parte do processo de construção (divisão 43).A construção de edifícios compreende: a construção de edifícios para usos residenciais, comerciais, industriais, agropecuários e públicos.Também estão compreendidas nesta seção as reformas, manutenções correntes, complementações e alterações de imóveis; a montagem de estruturas pré-fabricadas in loco para fins diversos de natureza permanente ou temporária.A construção de obras de infra-estrutura compreende: a construção de auto-estradas, vias urbanas, pontes, túneis, ferrovias, metrôs, pistas de aeroportos, portos e redes de abastecimento de água, sistemas de irrigação, sistemas de esgoto, instalações industriais, redes de transporte por dutos (gasodutos, minerodutos, oleodutos) e linhas de eletricidade, instalações esportivas, etc.A construção de edifícios e de obras de infra-estrutura é realizada tanto pela empresa contratada como por meio da subcontratação de terceiros. A subcontratação pode ser de partes ou do todo da obra. As unidades que assumem a responsabilidade total do desenvolvimento de projetos de construção são classificadas nesta seção.O aluguel de equipamentos de construção e demolição com operador é classificado junto à atividade específica de construção que inclua o uso desses equipamentos.Esta seção compreende também as atividades de incorporação de empreendimentos imobiliários que promovem a realização de projetos de engenharia civil provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda. Caso a promoção de projetos de engenharia civil seja realizada com o propósito de sua incorporação no ativo imobilizado de negócio próprio, a unidade deverá ser classificada na atividade do seu negócio, p.ex., aluguel de imóveis, indústria, hotel, etc.Esta seção não compreende a produção de materiais de construção ou de elementos mais complexos destinados a obras de edifícios e de infra-estrutura, tais como estruturas metálicas (divisão 25), elementos pré-fabricados de madeira (divisão 16), cimento ou outros materiais pré-moldados (divisão 23), a instalação e reparação de equipamentos incorporados a edificações, como elevadores, escadas rolantes, etc., quando realizadas pelas unidades fabricantes (seção C - divisão 28), os serviços de paisagismo (seção N - divisão 81) e a retirada de entulho e refugos de obra e de demolições (seção E - divisão 38)."
"40","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","Esta seção compreende a construção de edifícios em geral (divisão 41), as obras de infra-estrutura (divisão 42) e os serviços especializados para construção que fazem parte do processo de construção (divisão 43).A construção de edifícios compreende: a construção de edifícios para usos residenciais, comerciais, industriais, agropecuários e públicos.Também estão compreendidas nesta seção as reformas, manutenções correntes, complementações e alterações de imóveis; a montagem de estruturas pré-fabricadas in loco para fins diversos de natureza permanente ou temporária.A construção de obras de infra-estrutura compreende: a construção de auto-estradas, vias urbanas, pontes, túneis, ferrovias, metrôs, pistas de aeroportos, portos e redes de abastecimento de água, sistemas de irrigação, sistemas de esgoto, instalações industriais, redes de transporte por dutos (gasodutos, minerodutos, oleodutos) e linhas de eletricidade, instalações esportivas, etc.A construção de edifícios e de obras de infra-estrutura é realizada tanto pela empresa contratada como por meio da subcontratação de terceiros. A subcontratação pode ser de partes ou do todo da obra. As unidades que assumem a responsabilidade total do desenvolvimento de projetos de construção são classificadas nesta seção.O aluguel de equipamentos de construção e demolição com operador é classificado junto à atividade específica de construção que inclua o uso desses equipamentos.Esta seção compreende também as atividades de incorporação de empreendimentos imobiliários que promovem a realização de projetos de engenharia civil provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda. Caso a promoção de projetos de engenharia civil seja realizada com o propósito de sua incorporação no ativo imobilizado de negócio próprio, a unidade deverá ser classificada na atividade do seu negócio, p.ex., aluguel de imóveis, indústria, hotel, etc.Esta seção não compreende a produção de materiais de construção ou de elementos mais complexos destinados a obras de edifícios e de infra-estrutura, tais como estruturas metálicas (divisão 25), elementos pré-fabricados de madeira (divisão 16), cimento ou outros materiais pré-moldados (divisão 23), a instalação e reparação de equipamentos incorporados a edificações, como elevadores, escadas rolantes, etc., quando realizadas pelas unidades fabricantes (seção C - divisão 28), os serviços de paisagismo (seção N - divisão 81) e a retirada de entulho e refugos de obra e de demolições (seção E - divisão 38)."
"41","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Esta seção compreende as atividades de compra e venda de mercadorias, sem transformação significativa, inclusive quando realizadas sob contrato. Inclui também a manutenção e reparação de veículos automotores.A venda sem transformação inclui operações (ou manipulações) que são usualmente associadas ao comércio, tais como: montagem, mistura de produtos, engarrafamento, empacotamento, fracionamento etc., quando realizadas pela própria unidade comercial.O comércio de mercadorias organiza-se em dois segmentos: atacado e varejoO comércio atacadista revende mercadorias novas ou usadas, sem transformação, a varejistas, a usuários industriais, agrícolas, comerciais, institucionais e profissionais, ou a outros atacadistas; ou atua como representante comercial ou agente do comércio na compra ou venda de mercadorias a esses usuários.No comércio atacadista, distinguem-se dois tipos de atividades: o atacadista que compra a mercadoria que revende, o atacadista representante ou agente do comércio, que, sob contrato, comercializa em nome de terceiros, inclusive operando o mercado eletrônico via internet. Estas atividades são desenvolvidas por comerciantes atacadistas, distribuidores de produtos industriais, exportadores e importadores, comissários, agentes de fábricas, compradores itinerantes e cooperativas que comercializam produtos agrícolas.O comércio varejista revende mercadorias novas e usadas, sem transformação, principalmente ao público em geral, para consumo ou uso pessoal ou doméstico.As unidades comerciais que revendem tanto para empresas como para o público em geral devem ser classificadas como varejistas."
"42","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Esta seção compreende as atividades de compra e venda de mercadorias, sem transformação significativa, inclusive quando realizadas sob contrato. Inclui também a manutenção e reparação de veículos automotores.A venda sem transformação inclui operações (ou manipulações) que são usualmente associadas ao comércio, tais como: montagem, mistura de produtos, engarrafamento, empacotamento, fracionamento etc., quando realizadas pela própria unidade comercial.O comércio de mercadorias organiza-se em dois segmentos: atacado e varejoO comércio atacadista revende mercadorias novas ou usadas, sem transformação, a varejistas, a usuários industriais, agrícolas, comerciais, institucionais e profissionais, ou a outros atacadistas; ou atua como representante comercial ou agente do comércio na compra ou venda de mercadorias a esses usuários.No comércio atacadista, distinguem-se dois tipos de atividades: o atacadista que compra a mercadoria que revende, o atacadista representante ou agente do comércio, que, sob contrato, comercializa em nome de terceiros, inclusive operando o mercado eletrônico via internet. Estas atividades são desenvolvidas por comerciantes atacadistas, distribuidores de produtos industriais, exportadores e importadores, comissários, agentes de fábricas, compradores itinerantes e cooperativas que comercializam produtos agrícolas.O comércio varejista revende mercadorias novas e usadas, sem transformação, principalmente ao público em geral, para consumo ou uso pessoal ou doméstico.As unidades comerciais que revendem tanto para empresas como para o público em geral devem ser classificadas como varejistas."
"43","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","47","COMÉRCIO VAREJISTA","Esta seção compreende as atividades de compra e venda de mercadorias, sem transformação significativa, inclusive quando realizadas sob contrato. Inclui também a manutenção e reparação de veículos automotores.A venda sem transformação inclui operações (ou manipulações) que são usualmente associadas ao comércio, tais como: montagem, mistura de produtos, engarrafamento, empacotamento, fracionamento etc., quando realizadas pela própria unidade comercial.O comércio de mercadorias organiza-se em dois segmentos: atacado e varejoO comércio atacadista revende mercadorias novas ou usadas, sem transformação, a varejistas, a usuários industriais, agrícolas, comerciais, institucionais e profissionais, ou a outros atacadistas; ou atua como representante comercial ou agente do comércio na compra ou venda de mercadorias a esses usuários.No comércio atacadista, distinguem-se dois tipos de atividades: o atacadista que compra a mercadoria que revende, o atacadista representante ou agente do comércio, que, sob contrato, comercializa em nome de terceiros, inclusive operando o mercado eletrônico via internet. Estas atividades são desenvolvidas por comerciantes atacadistas, distribuidores de produtos industriais, exportadores e importadores, comissários, agentes de fábricas, compradores itinerantes e cooperativas que comercializam produtos agrícolas.O comércio varejista revende mercadorias novas e usadas, sem transformação, principalmente ao público em geral, para consumo ou uso pessoal ou doméstico.As unidades comerciais que revendem tanto para empresas como para o público em geral devem ser classificadas como varejistas."
"44","H","TRANSPORTE, ARMAZENAGEM E CORREIO","49","TRANSPORTE TERRESTRE","Esta seção compreende as atividades de transporte de passageiros ou mercadorias, nas modalidades ferroviária, rodoviária, aquaviária, aérea e dutoviária, as atividades de armazenamento e carga e descarga e as atividades de correio, de malote e de entrega. Também incluídas nesta seção as atividades auxiliares dos transportes, tais como a gestão e operação de terminais rodoviários, ferroviários, portuários e aeroportuários e atividades correlatas.O fretamento de equipamento de transporte com condutor ou operador é considerado um serviço de transporte e como tal, inclui-se nesta seção.Dois conceitos são usuais nas análises dos transportes: o conceito de transporte regular versus não regular para diferenciar os serviços de transporte de passageiros abertos ao público em geral e com itinerário e horários fixos dos serviços de transporte de uso privativo de um grupo de clientes (uma ou mais pessoas), em que o itinerário e horário são fixados pelo cliente, e o conceito de transporte urbano e não urbano. A CNAE define categorias separadas para o transporte coletivo, com itinerário fixo (regular) para o transporte de passageiros nas modalidades rodoviária, aquaviária e aérea. Para a delimitação do espaço urbano e não urbano do transporte de passageiros nas modalidades rodoviária, ferroviária e aquaviária (vias internas), a CNAE recorre à organização político-administrativa da regulamentação destes transporte na economia brasileira, trabalhando com categorias específicas para identificação do transporte municipal e intermunicipal na região metropolitana, para compor o espaço urbano, e do transporte intermunicipal fora da região metropolitana, interestadual e internacional para compor o espaço não urbano.Esta seção não compreende a locação de automóveis e outros meios de transporte sem condutor ou operador (seção N); a manutenção e reparação de veículos automotores (seção G); de veículos ferroviários, embarcações e aeronaves (seção C); as atividades de agências de viagens (seção N)"
"45","H","TRANSPORTE, ARMAZENAGEM E CORREIO","50","TRANSPORTE AQUAVIÁRIO","Esta seção compreende as atividades de transporte de passageiros ou mercadorias, nas modalidades ferroviária, rodoviária, aquaviária, aérea e dutoviária, as atividades de armazenamento e carga e descarga e as atividades de correio, de malote e de entrega. Também incluídas nesta seção as atividades auxiliares dos transportes, tais como a gestão e operação de terminais rodoviários, ferroviários, portuários e aeroportuários e atividades correlatas.O fretamento de equipamento de transporte com condutor ou operador é considerado um serviço de transporte e como tal, inclui-se nesta seção.Dois conceitos são usuais nas análises dos transportes: o conceito de transporte regular versus não regular para diferenciar os serviços de transporte de passageiros abertos ao público em geral e com itinerário e horários fixos dos serviços de transporte de uso privativo de um grupo de clientes (uma ou mais pessoas), em que o itinerário e horário são fixados pelo cliente, e o conceito de transporte urbano e não urbano. A CNAE define categorias separadas para o transporte coletivo, com itinerário fixo (regular) para o transporte de passageiros nas modalidades rodoviária, aquaviária e aérea. Para a delimitação do espaço urbano e não urbano do transporte de passageiros nas modalidades rodoviária, ferroviária e aquaviária (vias internas), a CNAE recorre à organização político-administrativa da regulamentação destes transporte na economia brasileira, trabalhando com categorias específicas para identificação do transporte municipal e intermunicipal na região metropolitana, para compor o espaço urbano, e do transporte intermunicipal fora da região metropolitana, interestadual e internacional para compor o espaço não urbano.Esta seção não compreende a locação de automóveis e outros meios de transporte sem condutor ou operador (seção N); a manutenção e reparação de veículos automotores (seção G); de veículos ferroviários, embarcações e aeronaves (seção C); as atividades de agências de viagens (seção N)"
"46","H","TRANSPORTE, ARMAZENAGEM E CORREIO","51","TRANSPORTE AÉREO","Esta seção compreende as atividades de transporte de passageiros ou mercadorias, nas modalidades ferroviária, rodoviária, aquaviária, aérea e dutoviária, as atividades de armazenamento e carga e descarga e as atividades de correio, de malote e de entrega. Também incluídas nesta seção as atividades auxiliares dos transportes, tais como a gestão e operação de terminais rodoviários, ferroviários, portuários e aeroportuários e atividades correlatas.O fretamento de equipamento de transporte com condutor ou operador é considerado um serviço de transporte e como tal, inclui-se nesta seção.Dois conceitos são usuais nas análises dos transportes: o conceito de transporte regular versus não regular para diferenciar os serviços de transporte de passageiros abertos ao público em geral e com itinerário e horários fixos dos serviços de transporte de uso privativo de um grupo de clientes (uma ou mais pessoas), em que o itinerário e horário são fixados pelo cliente, e o conceito de transporte urbano e não urbano. A CNAE define categorias separadas para o transporte coletivo, com itinerário fixo (regular) para o transporte de passageiros nas modalidades rodoviária, aquaviária e aérea. Para a delimitação do espaço urbano e não urbano do transporte de passageiros nas modalidades rodoviária, ferroviária e aquaviária (vias internas), a CNAE recorre à organização político-administrativa da regulamentação destes transporte na economia brasileira, trabalhando com categorias específicas para identificação do transporte municipal e intermunicipal na região metropolitana, para compor o espaço urbano, e do transporte intermunicipal fora da região metropolitana, interestadual e internacional para compor o espaço não urbano.Esta seção não compreende a locação de automóveis e outros meios de transporte sem condutor ou operador (seção N); a manutenção e reparação de veículos automotores (seção G); de veículos ferroviários, embarcações e aeronaves (seção C); as atividades de agências de viagens (seção N)"
"47","H","TRANSPORTE, ARMAZENAGEM E CORREIO","52","ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES","Esta seção compreende as atividades de transporte de passageiros ou mercadorias, nas modalidades ferroviária, rodoviária, aquaviária, aérea e dutoviária, as atividades de armazenamento e carga e descarga e as atividades de correio, de malote e de entrega. Também incluídas nesta seção as atividades auxiliares dos transportes, tais como a gestão e operação de terminais rodoviários, ferroviários, portuários e aeroportuários e atividades correlatas.O fretamento de equipamento de transporte com condutor ou operador é considerado um serviço de transporte e como tal, inclui-se nesta seção.Dois conceitos são usuais nas análises dos transportes: o conceito de transporte regular versus não regular para diferenciar os serviços de transporte de passageiros abertos ao público em geral e com itinerário e horários fixos dos serviços de transporte de uso privativo de um grupo de clientes (uma ou mais pessoas), em que o itinerário e horário são fixados pelo cliente, e o conceito de transporte urbano e não urbano. A CNAE define categorias separadas para o transporte coletivo, com itinerário fixo (regular) para o transporte de passageiros nas modalidades rodoviária, aquaviária e aérea. Para a delimitação do espaço urbano e não urbano do transporte de passageiros nas modalidades rodoviária, ferroviária e aquaviária (vias internas), a CNAE recorre à organização político-administrativa da regulamentação destes transporte na economia brasileira, trabalhando com categorias específicas para identificação do transporte municipal e intermunicipal na região metropolitana, para compor o espaço urbano, e do transporte intermunicipal fora da região metropolitana, interestadual e internacional para compor o espaço não urbano.Esta seção não compreende a locação de automóveis e outros meios de transporte sem condutor ou operador (seção N); a manutenção e reparação de veículos automotores (seção G); de veículos ferroviários, embarcações e aeronaves (seção C); as atividades de agências de viagens (seção N)"
"48","H","TRANSPORTE, ARMAZENAGEM E CORREIO","53","CORREIO E OUTRAS ATIVIDADES DE ENTREGA","Esta seção compreende as atividades de transporte de passageiros ou mercadorias, nas modalidades ferroviária, rodoviária, aquaviária, aérea e dutoviária, as atividades de armazenamento e carga e descarga e as atividades de correio, de malote e de entrega. Também incluídas nesta seção as atividades auxiliares dos transportes, tais como a gestão e operação de terminais rodoviários, ferroviários, portuários e aeroportuários e atividades correlatas.O fretamento de equipamento de transporte com condutor ou operador é considerado um serviço de transporte e como tal, inclui-se nesta seção.Dois conceitos são usuais nas análises dos transportes: o conceito de transporte regular versus não regular para diferenciar os serviços de transporte de passageiros abertos ao público em geral e com itinerário e horários fixos dos serviços de transporte de uso privativo de um grupo de clientes (uma ou mais pessoas), em que o itinerário e horário são fixados pelo cliente, e o conceito de transporte urbano e não urbano. A CNAE define categorias separadas para o transporte coletivo, com itinerário fixo (regular) para o transporte de passageiros nas modalidades rodoviária, aquaviária e aérea. Para a delimitação do espaço urbano e não urbano do transporte de passageiros nas modalidades rodoviária, ferroviária e aquaviária (vias internas), a CNAE recorre à organização político-administrativa da regulamentação destes transporte na economia brasileira, trabalhando com categorias específicas para identificação do transporte municipal e intermunicipal na região metropolitana, para compor o espaço urbano, e do transporte intermunicipal fora da região metropolitana, interestadual e internacional para compor o espaço não urbano.Esta seção não compreende a locação de automóveis e outros meios de transporte sem condutor ou operador (seção N); a manutenção e reparação de veículos automotores (seção G); de veículos ferroviários, embarcações e aeronaves (seção C); as atividades de agências de viagens (seção N)"
"49","I","ALOJAMENTO E ALIMENTAÇÃO","55","ALOJAMENTO","Esta seção compreende as atividades de alojamento de curta duração e os serviços de alimentação.Os serviços de alojamento se distinguem dos de locação de imóveis pela curta duração da disponibilidade do local de alojamento, salvo em casos de alojamentos coletivos (pensionatos, casas de estudante), tradicionalmente tratados dentro deste segmento.Os serviços de alimentação têm como característica o preparo das refeições para consumo imediato, com ou sem serviço completo (para efeito de classificação, entende-se como serviço completo todas as unidades que tem serviço de mesa, independente de que o pessoal encarregado de servir as refeições tenha outras funções dentro da unidade econômica), a preparação de alimentos por encomenda e a preparação de bebidas para consumo imediato. Não inclui a preparação de alimentos que não seja para consumo imediato (divisão 10) e, também, a venda de refeições e bebidas que não seja para consumo imediato (seção G).Os estabelecimentos que combinam serviços de alimentação e espetáculos artísticos, devem ser classificados por sua atividade básica. Assim sendo, uma sala de espetáculos mesmo com serviço de bar é classificada em atividades de espetáculo e um bar ou restaurante mesmo com música, em serviços de alimentação. No caso de um estabelecimento hoteleiro com restaurante, a unidade é classificada em atividade de alojamento."
"50","I","ALOJAMENTO E ALIMENTAÇÃO","56","ALIMENTAÇÃO","Esta seção compreende as atividades de alojamento de curta duração e os serviços de alimentação.Os serviços de alojamento se distinguem dos de locação de imóveis pela curta duração da disponibilidade do local de alojamento, salvo em casos de alojamentos coletivos (pensionatos, casas de estudante), tradicionalmente tratados dentro deste segmento.Os serviços de alimentação têm como característica o preparo das refeições para consumo imediato, com ou sem serviço completo (para efeito de classificação, entende-se como serviço completo todas as unidades que tem serviço de mesa, independente de que o pessoal encarregado de servir as refeições tenha outras funções dentro da unidade econômica), a preparação de alimentos por encomenda e a preparação de bebidas para consumo imediato. Não inclui a preparação de alimentos que não seja para consumo imediato (divisão 10) e, também, a venda de refeições e bebidas que não seja para consumo imediato (seção G).Os estabelecimentos que combinam serviços de alimentação e espetáculos artísticos, devem ser classificados por sua atividade básica. Assim sendo, uma sala de espetáculos mesmo com serviço de bar é classificada em atividades de espetáculo e um bar ou restaurante mesmo com música, em serviços de alimentação. No caso de um estabelecimento hoteleiro com restaurante, a unidade é classificada em atividade de alojamento."
"51","J","INFORMAÇÃO E COMUNICAÇÃO","58","EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO","Esta seção compreende as atividades de criação e colocação de produtos com conteúdo de informação em mídias que possibilitam a sua disseminação; as atividades de transmissão desses produtos por sinais analógicos ou digitais (através de meios eletrônicos, sem fio, óticos ou outros meios); e as atividades de provisão dos serviços e/ou operação de infra-estrutura que possibilitam a transmissão e o armazenamento desses produtos.Os produtos com conteúdo de informação não são necessariamente tangíveis e, diferentemente de produtos tradicionais, não estão associados a um formato específico. O valor desses produtos está no conteúdo e não no formato do suporte no qual são colocados para serem distribuídos. Por exemplo, um filme pode ser passado no cinema, na televisão ou copiado em vídeo para aluguel ou venda ao público. Algumas das atividades compreendidas nesta seção envolvem direitos autorais.As principais atividades desta seção são as de edição e de edição integrada à impressão (divisão 58), as atividades cinematográficas e as de gravação de som e edição de música (divisão 59), as atividades de rádio e de televisão (divisão 60), as atividades de telecomunicações (divisão 61), as atividades de tecnologia da informação (divisão 62) e as outras atividades de prestação de serviços de informação (divisão 63).As atividades de edição incluem a aquisição de direitos autorais de produtos com conteúdo de informação, bem como as atividades que permitem a disseminação desse conteúdo para o público em geral, ou seja, a reprodução e a distribuição desse conteúdo. Estão incluídas nesta seção todas as formas viáveis de edição de produtos com conteúdo de informação (impressa, eletrônica ou sonora, na internet e em produtos multimídia, como CDs, DVDs, etc.).As atividades relacionadas à produção e distribuição de programação de televisão abrangem as divisões 59, 60 e 61, refletindo as diferentes etapas deste processo. Atividades como a produção de filmes cinematográficos e seriados de televisão estão compreendidas na divisão 59, enquanto a criação de uma programação completa de um canal de televisão, que inclui tanto os produtos que resultam das atividades da divisão 59 como a programação de televisão ao vivo, faz parte da divisão 60. A divisão 60 também inclui atividades de difusão dessa programação pelo próprio produtor. A distribuição de programação de televisão por terceiros, isto é, sem incluir nenhuma alteração no conteúdo, é incluída na divisão 61. A atividade de distribuição de conteúdo (telecomunicações), tratada na divisão 61, compreende a difusão por cabos, microondas ou satélites ou por uma combinação dessas tecnologias."
"52","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","Esta seção compreende as atividades de criação e colocação de produtos com conteúdo de informação em mídias que possibilitam a sua disseminação; as atividades de transmissão desses produtos por sinais analógicos ou digitais (através de meios eletrônicos, sem fio, óticos ou outros meios); e as atividades de provisão dos serviços e/ou operação de infra-estrutura que possibilitam a transmissão e o armazenamento desses produtos.Os produtos com conteúdo de informação não são necessariamente tangíveis e, diferentemente de produtos tradicionais, não estão associados a um formato específico. O valor desses produtos está no conteúdo e não no formato do suporte no qual são colocados para serem distribuídos. Por exemplo, um filme pode ser passado no cinema, na televisão ou copiado em vídeo para aluguel ou venda ao público. Algumas das atividades compreendidas nesta seção envolvem direitos autorais.As principais atividades desta seção são as de edição e de edição integrada à impressão (divisão 58), as atividades cinematográficas e as de gravação de som e edição de música (divisão 59), as atividades de rádio e de televisão (divisão 60), as atividades de telecomunicações (divisão 61), as atividades de tecnologia da informação (divisão 62) e as outras atividades de prestação de serviços de informação (divisão 63).As atividades de edição incluem a aquisição de direitos autorais de produtos com conteúdo de informação, bem como as atividades que permitem a disseminação desse conteúdo para o público em geral, ou seja, a reprodução e a distribuição desse conteúdo. Estão incluídas nesta seção todas as formas viáveis de edição de produtos com conteúdo de informação (impressa, eletrônica ou sonora, na internet e em produtos multimídia, como CDs, DVDs, etc.).As atividades relacionadas à produção e distribuição de programação de televisão abrangem as divisões 59, 60 e 61, refletindo as diferentes etapas deste processo. Atividades como a produção de filmes cinematográficos e seriados de televisão estão compreendidas na divisão 59, enquanto a criação de uma programação completa de um canal de televisão, que inclui tanto os produtos que resultam das atividades da divisão 59 como a programação de televisão ao vivo, faz parte da divisão 60. A divisão 60 também inclui atividades de difusão dessa programação pelo próprio produtor. A distribuição de programação de televisão por terceiros, isto é, sem incluir nenhuma alteração no conteúdo, é incluída na divisão 61. A atividade de distribuição de conteúdo (telecomunicações), tratada na divisão 61, compreende a difusão por cabos, microondas ou satélites ou por uma combinação dessas tecnologias."
"53","J","INFORMAÇÃO E COMUNICAÇÃO","60","ATIVIDADES DE RÁDIO E DE TELEVISÃO","Esta seção compreende as atividades de criação e colocação de produtos com conteúdo de informação em mídias que possibilitam a sua disseminação; as atividades de transmissão desses produtos por sinais analógicos ou digitais (através de meios eletrônicos, sem fio, óticos ou outros meios); e as atividades de provisão dos serviços e/ou operação de infra-estrutura que possibilitam a transmissão e o armazenamento desses produtos.Os produtos com conteúdo de informação não são necessariamente tangíveis e, diferentemente de produtos tradicionais, não estão associados a um formato específico. O valor desses produtos está no conteúdo e não no formato do suporte no qual são colocados para serem distribuídos. Por exemplo, um filme pode ser passado no cinema, na televisão ou copiado em vídeo para aluguel ou venda ao público. Algumas das atividades compreendidas nesta seção envolvem direitos autorais.As principais atividades desta seção são as de edição e de edição integrada à impressão (divisão 58), as atividades cinematográficas e as de gravação de som e edição de música (divisão 59), as atividades de rádio e de televisão (divisão 60), as atividades de telecomunicações (divisão 61), as atividades de tecnologia da informação (divisão 62) e as outras atividades de prestação de serviços de informação (divisão 63).As atividades de edição incluem a aquisição de direitos autorais de produtos com conteúdo de informação, bem como as atividades que permitem a disseminação desse conteúdo para o público em geral, ou seja, a reprodução e a distribuição desse conteúdo. Estão incluídas nesta seção todas as formas viáveis de edição de produtos com conteúdo de informação (impressa, eletrônica ou sonora, na internet e em produtos multimídia, como CDs, DVDs, etc.).As atividades relacionadas à produção e distribuição de programação de televisão abrangem as divisões 59, 60 e 61, refletindo as diferentes etapas deste processo. Atividades como a produção de filmes cinematográficos e seriados de televisão estão compreendidas na divisão 59, enquanto a criação de uma programação completa de um canal de televisão, que inclui tanto os produtos que resultam das atividades da divisão 59 como a programação de televisão ao vivo, faz parte da divisão 60. A divisão 60 também inclui atividades de difusão dessa programação pelo próprio produtor. A distribuição de programação de televisão por terceiros, isto é, sem incluir nenhuma alteração no conteúdo, é incluída na divisão 61. A atividade de distribuição de conteúdo (telecomunicações), tratada na divisão 61, compreende a difusão por cabos, microondas ou satélites ou por uma combinação dessas tecnologias."
